country,points,price,region_1,winery,description
France,91.0,33.0,Sancerre,Domaine BenoÃ®t & Mathieu Fleuriet,"This rich wine is concentrated and full of fruit. That is balanced by the mineral texture that gives the wine its depth and intensity. With a touch of nutmeg and with fruitiness that is still young, the wine needs to age. Drink from 2018."
Spain,82.0,12.0,Vino de la Tierra del Bajo AragÃ³n,Bodegas Tempore,"Clunky aromas of raisin and compost lack vitality and suggest overripeness. The mouthfeel is dense and tannic, while flavors of prune and overripe blueberry dominate."
US,87.0,8.0,California,Backhouse,"Lively, lip-smacking fruit flavors and a tangy, tannic texture will make this a great pairing with grilled chicken, steak or portobello mushrooms. Medium bodied and well balanced, it's fun to drink."
US,90.0,30.0,Napa Valley,Black Stallion,"Spicy, with clove and juicy black-cherry flavors, this approachable, densely packed wine is full of fruit and integrated power, yet surprisingly balanced. Soft chocolate and tobacco notes accent the fruit as a long finish wraps up the experience."
France,85.0,17.0,Bourgogne,Mommessin,"A light, perfumed wine with soft tannins and bitter cherry fruits. There is an earthy edge here, and while the wine has brisk acidity, there's an easy texture. It's ready to drink."
France,94.0,90.0,Pessac-LÃ©ognan,ChÃ¢teau Pape ClÃ©ment,"This wine has considerable potential, with rich tannins and firm fruits. It is solid, very dry at this stage although this is balanced by dark plum skin and blackberry flavors. The wine will develop slowly, so don't drink before 2022. The first harvest at this estate was in 1252. The property is now owned by Bernard Magrez, a wine, art, culture and gastronomy patron."
US,86.0,20.0,Paso Robles,Maddalena,"This wine plays with the herbal, slightly green side of the Bordeaux grape, with oregano, thyme and just-cracked pepper spicing up the soft red strawberry and plum fruit on the nose. Dried herbs show strongly on the palate, alongside elderberry fruit and cedar."
Spain,89.0,26.0,RÃ­as Baixas,Terras Gauda,"Apricot aromas are singular and firmly in control of the bouquet of this Galician blend of 70% AlbariÃ±o, 15% Loureira and 15% CaiÃ±o Blanco. This is juicy and fresh, but low on cushion and leesy framework. Apple and pineapple flavors run quick and finish with minerality and zest."
Italy,90.0,24.0,Friuli Venezia Giulia,Livio Felluga,"There's a slight coppery tinge to this wine's color, which sets it apart from the vast majority of other Grigios on the market. And maybe it's just the suggestion of the hue, but it seems to taste ""pink"" as well, showcasing ripe berries and appples backed by tangy acids and great length. Classy stuff."
US,90.0,39.0,Russian River Valley,Fog Crest,"Pungent earth is met by dark handfuls of baking spice, dried cherry and chocolate in this rich, velvety and full-bodied wine that's smooth and rounded on the palate."
Italy,87.0,67.0,Montecucco,Collemassari,"Hints of menthol and leather lead the nose on this robust red. The hearty, monolithic palate offers dried black cherry, clove and a hint of tobacco alongside firm tannins. You'll also detect the warmth of evident alcohol on the close."
Italy,87.0,15.0,Valpolicella Classico Superiore,Sartori,"Made using grapes from the celebrated Montegradella cru, this easy red offers quality fruit aromas of black cherry, cassis and jammy blackberry. On the finish, a spice note and a light shade of tobacco are recognizable."
US,85.0,18.0,Russian River Valley,Balletto,"A little on the sweet side, but nicely crisp in acidity. The flavors offer generous notes of strawberries, orange zest, sugared tea,  vanilla and cinnamon."
US,87.0,50.0,Red Mountain,Ambassador Vineyard,"Vanilla, toffee, wood spice and Band-Aid aromas are out in front of herb are red fruit. The palate is lighter in style, mixing equal part fruit and barrel, finishing tart."
US,88.0,48.0,Sonoma Coast,Saxon Brown,"This tastes soft and simple now, although considering the vineyard sourcing, that could be misleading. There's a core of raspberry and cherry fruit, with intriguing forest notes of dried pine needles and mushrooms. The acidity is just right, neither bright nor too soft. The wine isn't showing much now, but could be a sleeper. Try after 2015."
Italy,95.0,30.0,Vittoria,COS,"Radiant and earthy, this blend of Frappato and Nero d'Avola boasts enticing scents suggesting dark-skinned berry, leather, sunbaked earth, sea breeze and a floral note. The creamy, succulent palate doles out juicy black cherry, black raspberry, white pepper and aromatic herb alongside supple tannins and fresh acidity. A saline note wraps up the finish. Drink 2017??024."
US,86.0,23.0,Monterey County,Rock View,"The texture is silky on this bright, clean Pinot Noir. With strong, ripe raspberry and cherry jam, date, brown sugar and oak flavors, it's also tasty, and ready to drink now."
US,87.0,19.0,Willamette Valley,Coeur de Terre,"Made half in stainless steel and half in neutral oak, this comes from 34-year-old vines. It's quite dry, with interesting nuances of sweet grass, clover and green apple. The acids are borderline sour; try this with a bit of prosciutto and a salty cheese."
Italy,87.0,30.0,Rosso di Montalcino,Il Poggione,"This offers subdued aromas of dark berry, oak, espresso, exotic spice and a whiff of violet. The palate shows dried black cherry, star anise and roasted coffee bean alongside firm but fleeting tannins that give it a rather short finish."
US,90.0,28.0,Santa Barbara County,Fess Parker,"Tar and beef char kick off the nose on this dark and heavy wine, which offers asphalt, smoked meats and crushed elderberry. Caramelized beef, balsamic-blackberry reduction, tobacco and touches of smoke show on the palate."
France,84.0,16.0,CÃ´tes de Provence,La Riviera,"A reminder of Provence's place in the seaside life of France, this is just off dry, a fresh, fruity, simple and very drinkable wine for the summer. With red fruits and a soft texture, it is ready now."
Argentina,92.0,80.0,Agrelo,Lamadrid,"Loamy, rich aromas of blackberry, licorice and chocolate cake come before a bold, balanced palate with acidic kick. Loamy blackberry, prune and licorice flavors finish with jammy richness and lingering flavors of blackberry, chocolate and anise. Drink through 2020."
US,89.0,46.0,Sierra Foothills,Naggiar,"A very dark color and ripe, almost raisiny aromas lead to rich, opulent flavors like chocolate-covered cherries and blackberry jam. These saturate a velvety texture of good acidity and firm tannins. While the wine is full of big flavors from ripe or overripe grapes, it has the structure to support them."
US,86.0,32.0,Paso Robles,Adelaida,"This 100% Syrah is rich and ripe in blackberry jam and new oak flavors. It's dry, with a fruity sweetness, and the tannins are strong but yielding. High alcohol gives it a hot feeling. Barbecue is your best bet."
US,88.0,45.0,North Fork of Long Island,Lieb,"Luscious black-cherry and berry notes are accented by notes of cedar, dried mushroom and herb in this elegantly balanced Petit Verdot. Inky and ripe, it's decadently mouth-filling but finishes clean, bolstered by a strike of cranberry acidity."
US,91.0,40.0,Sta. Rita Hills,Lafond,"The nose on this wine is delicate at first but then opens up quickly into ripe blackberry, marionberry jam, asphalt and grapeseed oil aromas. It's juicy on the palate, with ripe black cherries and wild berries, but clings to a graphite character in the core as well as a bit of espresso-bean bitterness."
US,90.0,45.0,Sonoma Coast,Silverpoint Cellars,"Vibrant in apple blossom and coconut, this voluptuous, well-made wine is full bodied and ripe. Key-lime pie and orange pith marry atop a firmly structured texture and a punch of integrated oak, finishing with a taste of caramel apple."
Spain,89.0,19.0,Rioja,ViÃ±a Herminia,"Aromas of graphite, asphalt, floral berry, black cherry and oak are harmonious and inviting. This wine feels juicy and rubbery, while black-fruit and plum flavors come with herbal notes and overt barrel notes. A fresh, juicy, zesty finish is pure Graciano."
Spain,87.0,15.0,Rioja,FernÃ¡ndez GÃ³mez,"Aggressive black-fruit aromas come with earthy, spicy notes that include licorice root. This feels tight, linear and a bit sharp. Flavors of plum, berry, pepper and toast set up a finish that's oaky, spicy and acidic."
US,90.0,23.0,Columbia Valley (WA),Forgeron,"A fine complement to the Forgeron Late Harvest SÃ©millon, this is equally sweet (9.5%) but fortified to just under 18% alcohol. It's reminiscent of Benedictine & Brandy ??orange liqueur with some alcohol power. Nice focus and balance."
US,86.0,19.0,Finger Lakes,Ravines,"This Chardonnay has depth, starting with its unfolding nose of ripe Chardonnay fruit, minerals, hazelnut and citrus. The palate offers flavors of pear, citrus and grapefruit, its character refreshing and fruity but somewhat complex. An impressive white that can handle richer dishes."
US,84.0,18.0,Sonoma County,Gloria Ferrer,"Sweet pink grapefruit and cherry aromas and flavors abound in this Sonoma pinkster. Fizzy and soft, it tastes slightly sweet and low in acidity. Ends with decent length, and is better for near-term easy drinking. Will be enjoyed by those who don?t enjoy dry, crisp bubblies."
US,93.0,55.0,Rutherford,Bell,"Inky dark, this wine brims with important aromas of cassis, mint and fine, smoky oak. Fully ripe Cabernet blackberry flavors are wrapped in elegant tannins, dry and dusty. The structure is impeccable, the finish long. It's complex but approachable enough for immediate drinking."
US,94.0,48.0,Anderson Valley,Sheldon,"Sheldon's Roma's Vineyard Pinot Noir is exquisite. Very light in color (and alcohol level at 12.9 percent), it opens with gorgeous raspberry and violet aromas. Fully satisfying from start to finish, it has a lush mouthfeel, cherry spice high tones and a long, easy finish that will tempt you to want more. This is a beautiful wine. Only 60 cases made."
Italy,89.0,12.0,Salento,Feudi di San Marzano,"This pure expression of Negroamaro has been enhanced by rich oak influence, producing a bouquet redolent of spice, dark chocolate, cigar box and Spanish cedar. There are jammy fruit tones at the back. If oak is not your thing, don't bother."
US,84.0,6.0,California,Sutter Home,"A blast of clean, ripe citrus, peach and pear fruit greets you from this well-made, if simple, wine. There are vanilla and smoke elements from wood. It's a little soft, and a tad off-dry, but if you need a case of something white to quench the throats of party-goers who aren't real particular, this is the ticket."
France,88.0,17.0,Bourgogne AligotÃ©,Manuel Olivier,"With just that extra touch of concentration from old vines, this is a ripe, full and creamy wine, its acidity rounded out and given extra depth from the rich fruits. It has some weight and density at the end."
Italy,90.0,45.0,Aglianico del Vulture,Elena Fucci,"Earthy aromas of truffle, damp soil, new leather and black-skinned fruit lead the way while the polished palate shows dried black cherry, prune, clove and ground pepper. Tightly wound, fine-grained tannins and fresh acidity provide the backbone while notes of tobacco and orange zest linger on the finish."
